Date,App Name,iOS App Rating,iOS Total Reviews,iOS App Rank,Android App Rating,Android Total Reviews,Timestamp,Overall App Rating,Combined Total Reviews
2024-09-11,Go Kinect by Windstream,4.8,76253,,4.433294296264648,25736,2024-09-11 09:35:11.173925-06:00,4.616647148132325,101989
2024-09-11,My AltaFiber,4.8,6440,,4.614678859710693,1094,2024-09-11 09:35:11.173925-06:00,4.707339429855347,7534
2024-09-11,Spectrum Access,4.5,130,,4.2330098152160645,192,2024-09-11 09:35:11.173925-06:00,4.366504907608032,322
2024-09-11,Cox App,4.6,512323,120.0,4.452992916107178,121972,2024-09-11 09:35:11.173925-06:00,4.526496458053589,634295
2024-09-11,My Verizon App,4.6,5066804,12.0,4.579654216766357,1165181,2024-09-11 09:35:11.173925-06:00,4.5898271083831785,6231985
2024-09-11,myCricket App,4.5,48962,135.0,4.225187301635742,210855,2024-09-11 09:35:11.173925-06:00,4.362593650817871,259817
2024-09-11,MyDISH Account,4.5,354194,,3.5486631393432617,65952,2024-09-11 09:35:11.173925-06:00,4.024331569671631,420146
2024-09-11,T-Mobile,4.8,2603427,5.0,4.635827541351318,948900,2024-09-11 09:35:11.173925-06:00,4.7179137706756595,3552327
2024-09-11,Spectrum News,4.7,34792,96.0,4.041118621826172,6361,2024-09-11 09:35:11.173925-06:00,4.370559310913086,41153
2024-09-11,My Spectrum App,4.8,2535446,13.0,4.658036231994629,876371,2024-09-11 09:35:11.173925-06:00,4.729018115997315,3411817
2024-09-11,MyCenturyLink,4.4,128051,,3.98834228515625,62517,2024-09-11 09:35:11.173925-06:00,4.194171142578125,190568
2024-09-11,Visible Mobile,4.5,128629,93.0,4.471378326416016,42536,2024-09-11 09:35:11.173925-06:00,4.485689163208008,171165
2024-09-11,SpectrumU,4.3,248,,4.440000057220459,368,2024-09-11 09:35:11.173925-06:00,4.37000002861023,616
2024-09-11,Spectrum TV App,4.7,484081,53.0,4.598335266113281,279386,2024-09-11 09:35:11.173925-06:00,4.64916763305664,763467
2024-09-11,MyAT&T,4.0,3996756,17.0,2.4959516525268555,307769,2024-09-11 09:35:11.173925-06:00,3.2479758262634277,4304525
2024-09-11,Spectrum SportsNet,4.7,5869,,2.9677419662475586,1655,2024-09-11 09:35:11.173925-06:00,3.8338709831237794,7524
2024-09-11,Mediacom Connect,3.3,7449,,3.8089640140533447,13974,2024-09-11 09:35:11.173925-06:00,3.5544820070266723,21423
2024-09-11,MyMetro,2.8,3691,61.0,3.9367098808288574,389454,2024-09-11 09:35:11.173925-06:00,3.3683549404144286,393145
2024-09-11,MyFrontier,4.5,69917,138.0,4.3837666511535645,56186,2024-09-11 09:35:11.173925-06:00,4.441883325576782,126103
2024-09-11,Xfinity MyAccount,4.3,1099224,9.0,3.8126983642578125,235848,2024-09-11 09:35:11.173925-06:00,4.056349182128907,1335072
2024-09-11,GoogleFiber,4.5,1580,,4.354037284851074,1609,2024-09-11 09:35:11.173925-06:00,4.427018642425537,3189
2024-09-11,MyViasat,4.2,1810,,3.4468085765838623,3282,2024-09-11 09:35:11.173925-06:00,3.8234042882919312,5092
2024-09-11,ArmStrong,3.3,26,,3.880000114440918,722,2024-09-11 09:35:11.173925-06:00,3.590000057220459,748
2024-09-11,Astound Mobile,3.0,5,,3.5,13,2024-09-11 09:35:11.173925-06:00,3.25,18
2024-09-11,HughesNet Mobile,1.6,48,,3.042424201965332,1816,2024-09-11 09:35:11.173925-06:00,2.321212100982666,1864
2024-09-11,Midco MyAccount,1.3,49,,2.3499999046325684,344,2024-09-11 09:35:11.173925-06:00,1.824999952316284,393
2024-09-11,MyOptimum,4.4,24789,188.0,4.072961330413818,4561,2024-09-11 09:35:11.173925-06:00,4.236480665206909,29350
2024-09-11,USCellular MyAccount,4.5,49105,,4.266773223876953,31083,2024-09-11 09:35:11.173925-06:00,4.383386611938477,80188
2024-09-11,MySecTV,3.1,9,,1.7142857313156128,29,2024-09-11 09:35:11.173925-06:00,2.407142865657806,38
2024-09-11,OptimumTV,4.6,19008,,3.805405378341675,3703,2024-09-11 09:35:11.173925-06:00,4.202702689170837,22711
2024-09-11,BreezelineTV,1.2,56,,1.9800000190734863,232,2024-09-11 09:35:11.173925-06:00,1.5900000095367433,288
2024-09-11,MyBlueRidge,4.6,4364,,4.380165100097656,1216,2024-09-11 09:35:11.173925-06:00,4.490082550048828,5580
2024-09-11,MyBuckeye,2.3,29,,2.930000066757202,108,2024-09-11 09:35:11.173925-06:00,2.615000033378601,137
2024-09-11,Mint Mobile,4.7,151101,61.0,4.686486721038818,29623,2024-09-11 09:35:11.173925-06:00,4.693243360519409,180724
2024-09-11,T-Life,4.8,461722,10.0,4.681392669677734,301169,2024-09-11 09:35:11.173925-06:00,4.7406963348388675,762891
